Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
BMW,3 Series,2016,2.8,Hybrid,Semi-Automatic,236994,2,4,7960
Kia,Rio,2010,1.3,Hybrid,Semi-Automatic,202284,5,3,5354
Kia,Rio,2008,4.1,Diesel,Semi-Automatic,290144,4,1,4797
Chevrolet,Equinox,2009,1.8,Hybrid,Automatic,164435,4,1,7811
Honda,Accord,2020,1.2,Diesel,Manual,64912,5,3,10001
Ford,Explorer,2018,3.7,Diesel,Manual,287165,3,1,7456
Ford,Focus,2013,1.2,Electric,Automatic,280380,2,4,7092
Audi,A3,2019,4.1,Hybrid,Semi-Automatic,100885,3,5,12882
Ford,Focus,2023,1.6,Petrol,Semi-Automatic,228076,5,2,8038
BMW,3 Series,2023,1.8,Electric,Semi-Automatic,56819,3,5,13663
BMW,X5,2017,1.4,Diesel,Automatic,68227,3,5,10735
Kia,Optima,2009,3.4,Petrol,Semi-Automatic,266741,5,5,4865
Mercedes,C-Class,2000,5,Hybrid,Semi-Automatic,98983,5,2,8120
Toyota,Corolla,2003,1.5,Electric,Semi-Automatic,28708,3,4,7925
Chevrolet,Equinox,2004,1.6,Hybrid,Manual,140604,4,4,5087
Honda,Accord,2021,4.9,Petrol,Automatic,170561,2,5,13388
Hyundai,Elantra,2010,2.2,Hybrid,Manual,146178,2,2,7376
Honda,Accord,2017,3,Diesel,Manual,179267,4,2,8614
Kia,Rio,2004,1.9,Diesel,Automatic,130458,3,3,6090
Volkswagen,Passat,2001,3.5,Petrol,Automatic,88334,4,4,7633
BMW,X5,2010,2.6,Hybrid,Manual,294829,4,1,4803
Audi,A4,2005,3.1,Diesel,Automatic,44279,5,4,9314
Mercedes,GLA,2021,1,Hybrid,Semi-Automatic,252052,3,3,7358
Honda,Civic,2019,4.2,Petrol,Automatic,272129,3,4,10057
Toyota,Corolla,2019,1.6,Electric,Manual,95319,3,2,11493
Volkswagen,Passat,2018,1.6,Hybrid,Automatic,16251,3,4,13274
Honda,Accord,2022,4.6,Electric,Manual,221709,4,3,12865
Kia,Sportage,2012,3.7,Electric,Manual,47666,5,5,12446
Audi,Q5,2013,3.2,Petrol,Semi-Automatic,254892,4,5,6102
Chevrolet,Equinox,2014,3.8,Hybrid,Automatic,208596,4,3,10428
BMW,X5,2000,1.7,Petrol,Automatic,125572,3,4,4788
Ford,Explorer,2009,1.2,Electric,Semi-Automatic,128204,5,3,7435
Ford,Explorer,2006,4,Diesel,Semi-Automatic,266380,4,1,4572
Chevrolet,Equinox,2006,4.4,Electric,Manual,214108,5,1,8017
Toyota,RAV4,2023,2.1,Diesel,Manual,48946,5,1,12121
Toyota,Corolla,2004,1.7,Petrol,Semi-Automatic,207917,3,1,2841
Kia,Sportage,2009,4.7,Electric,Manual,164625,5,1,10207
BMW,X5,2014,4.9,Diesel,Automatic,12718,4,4,14445
BMW,X5,2018,1.6,Electric,Manual,14337,2,1,12813
BMW,5 Series,2021,2.9,Diesel,Automatic,197176,2,3,10856
BMW,X5,2010,4.3,Electric,Automatic,43416,5,5,14031
Honda,CR-V,2002,3.4,Hybrid,Manual,24318,4,3,8613
Chevrolet,Malibu,2001,4.1,Petrol,Automatic,118193,2,2,7636
Kia,Rio,2001,1.2,Hybrid,Semi-Automatic,217685,5,3,2246
Audi,A4,2019,3.2,Petrol,Semi-Automatic,245339,4,3,8093
BMW,5 Series,2001,3.8,Petrol,Automatic,156455,3,1,6570
Chevrolet,Malibu,2004,3.4,Diesel,Semi-Automatic,111929,3,5,6461
Hyundai,Tucson,2016,2.4,Hybrid,Manual,177222,3,4,8755
Honda,Accord,2009,2.2,Electric,Semi-Automatic,79939,3,1,9401
Honda,Accord,2010,3.7,Hybrid,Automatic,103833,2,2,11223
BMW,5 Series,2017,2.9,Diesel,Manual,239622,2,3,7307
Chevrolet,Equinox,2016,2.3,Electric,Manual,189903,3,3,9401
Honda,Civic,2012,2.1,Hybrid,Automatic,197513,3,1,8349
Volkswagen,Tiguan,2006,3.9,Diesel,Semi-Automatic,196034,4,5,5879
Toyota,Corolla,2013,4,Petrol,Manual,185606,4,2,8287
BMW,5 Series,2001,4.2,Diesel,Automatic,42277,4,5,9254
Kia,Optima,2003,3.9,Hybrid,Automatic,249537,2,1,6409
Toyota,RAV4,2011,3.1,Petrol,Automatic,172587,3,2,8548
Honda,CR-V,2009,3.6,Electric,Manual,259386,4,2,7212
BMW,3 Series,2014,4.4,Hybrid,Semi-Automatic,42050,2,5,12859
Kia,Optima,2011,4.4,Petrol,Manual,137287,2,3,9054
Honda,Accord,2012,4.7,Diesel,Semi-Automatic,18822,2,2,12023
Volkswagen,Tiguan,2000,2.2,Electric,Semi-Automatic,237559,4,5,3548
Honda,CR-V,2016,3.5,Petrol,Automatic,56643,4,1,12767
Kia,Rio,2011,4.4,Diesel,Manual,135324,5,4,9093
BMW,5 Series,2022,2,Hybrid,Automatic,200256,5,4,11194
Kia,Rio,2012,2,Petrol,Manual,74505,3,2,8209
Hyundai,Sonata,2015,1.9,Electric,Manual,36004,3,3,11779
Chevrolet,Equinox,2003,4.4,Diesel,Automatic,100017,5,5,8899
Honda,Civic,2021,2.4,Electric,Semi-Automatic,58999,5,3,13620
Chevrolet,Impala,2012,1.6,Diesel,Semi-Automatic,244844,2,4,4403
Ford,Explorer,2010,5,Electric,Semi-Automatic,274510,5,2,8609
Chevrolet,Impala,2012,1.1,Diesel,Manual,188415,2,1,5031
BMW,5 Series,2016,3.6,Electric,Semi-Automatic,258949,5,4,9321
Audi,A3,2007,3.3,Petrol,Manual,284333,3,4,3813
Toyota,RAV4,2011,4,Diesel,Automatic,208900,3,1,8722
Hyundai,Sonata,2020,3.6,Electric,Semi-Automatic,221974,2,4,11260
Hyundai,Elantra,2013,2.9,Electric,Automatic,279029,3,4,8819
Kia,Sportage,2004,4.5,Diesel,Automatic,180753,5,3,7684
Mercedes,GLA,2008,1.3,Diesel,Automatic,188548,2,4,5529
Audi,A4,2001,3.8,Diesel,Manual,229884,3,5,3602
Kia,Optima,2002,1.7,Hybrid,Semi-Automatic,209021,3,1,3219
Honda,Civic,2020,2.5,Electric,Manual,209850,5,1,10403
Hyundai,Elantra,2003,3.2,Hybrid,Semi-Automatic,53511,3,3,8129
Hyundai,Tucson,2019,2.5,Hybrid,Semi-Automatic,294876,5,3,7402
Honda,Civic,2020,4.6,Electric,Automatic,107435,4,2,16051
Honda,Accord,2019,4.6,Electric,Automatic,293449,3,5,12031
BMW,X5,2002,2.8,Hybrid,Semi-Automatic,105696,3,5,6386
Kia,Optima,2022,2.5,Diesel,Semi-Automatic,58978,2,3,12020
Hyundai,Sonata,2020,4.8,Diesel,Automatic,163682,2,3,13126
Audi,Q5,2000,2.8,Diesel,Semi-Automatic,43964,2,5,6020
Kia,Optima,2022,2.9,Petrol,Semi-Automatic,30706,2,2,12985
Volkswagen,Passat,2005,2.8,Diesel,Semi-Automatic,258944,4,1,3221
Chevrolet,Equinox,2014,1.6,Petrol,Automatic,7149,2,5,11257
Hyundai,Tucson,2007,3.1,Hybrid,Automatic,88211,3,4,10035
Audi,A4,2014,3.6,Petrol,Semi-Automatic,55382,2,3,10792
Hyundai,Elantra,2019,2.5,Hybrid,Manual,245950,2,2,8381
BMW,5 Series,2016,2.6,Diesel,Semi-Automatic,242016,2,2,6659
Ford,Explorer,2012,1.7,Diesel,Automatic,85535,4,5,9189
Kia,Sportage,2011,2.6,Hybrid,Manual,234332,4,1,6313
Audi,Q5,2006,1.2,Diesel,Manual,197238,3,5,3155
Chevrolet,Equinox,2022,4.4,Hybrid,Automatic,288171,2,1,11836
Volkswagen,Passat,2009,1.1,Hybrid,Automatic,189686,3,3,6606
Volkswagen,Golf,2021,2.6,Petrol,Automatic,44993,3,4,13600
Audi,A3,2019,4.4,Petrol,Semi-Automatic,254761,4,1,9104
Ford,Focus,2016,1.6,Diesel,Manual,11161,5,3,10276
Volkswagen,Tiguan,2019,4.7,Diesel,Automatic,136891,2,1,13262
Ford,Fiesta,2016,4.7,Hybrid,Semi-Automatic,225517,4,5,10089
Chevrolet,Impala,2000,2.6,Electric,Semi-Automatic,190700,2,3,4886
Chevrolet,Impala,2022,1.6,Electric,Manual,16916,2,4,13961
Ford,Fiesta,2020,1.6,Diesel,Semi-Automatic,173424,5,3,8231
Volkswagen,Golf,2020,2.3,Hybrid,Semi-Automatic,285243,3,2,7695
Honda,Accord,2022,4.4,Diesel,Manual,181785,2,3,11464
Volkswagen,Tiguan,2011,4.1,Hybrid,Manual,57334,5,3,11353
Audi,A3,2002,1.6,Diesel,Semi-Automatic,125878,2,3,3782
Volkswagen,Tiguan,2021,2.9,Electric,Semi-Automatic,275340,3,4,9793
Honda,Civic,2017,2.6,Petrol,Semi-Automatic,296890,2,3,5862
BMW,X5,2006,4.1,Petrol,Manual,259401,4,1,4811
Honda,Accord,2000,2.2,Petrol,Manual,92288,3,1,4454
BMW,5 Series,2015,5,Diesel,Semi-Automatic,286165,2,3,7876
Hyundai,Elantra,2005,1.3,Electric,Manual,256169,4,5,3776
Honda,Accord,2006,3.7,Petrol,Manual,191695,4,1,5766
Mercedes,GLA,2022,1.1,Petrol,Manual,289633,4,1,6007
Kia,Rio,2023,4.6,Electric,Manual,182101,5,5,13957
Honda,Civic,2007,3.5,Electric,Semi-Automatic,69542,2,2,10309
Kia,Optima,2021,1.1,Electric,Semi-Automatic,94181,5,1,11616
Audi,A4,2006,2.9,Hybrid,Semi-Automatic,15020,4,4,9499
Audi,Q5,2018,2.6,Electric,Automatic,175018,2,5,12099
Chevrolet,Equinox,2017,4.5,Diesel,Semi-Automatic,89136,4,3,11917
Chevrolet,Equinox,2019,4.8,Hybrid,Manual,15204,5,5,15295
Hyundai,Sonata,2000,3,Electric,Semi-Automatic,99131,5,2,7117
Toyota,Corolla,2006,4.9,Diesel,Automatic,17345,5,1,11953
BMW,X5,2021,2,Hybrid,Automatic,69563,2,4,13508
Ford,Focus,2021,3.8,Diesel,Automatic,165991,4,5,12380
BMW,X5,2001,3.1,Hybrid,Automatic,138225,2,4,7235
Honda,Civic,2001,2.2,Petrol,Automatic,181057,2,3,4478
Kia,Rio,2002,2.3,Diesel,Semi-Automatic,90184,3,2,5196
Chevrolet,Malibu,2002,1.3,Diesel,Automatic,25176,2,1,6996
Volkswagen,Tiguan,2022,4.1,Petrol,Automatic,143237,5,1,13435
Kia,Optima,2018,4.2,Hybrid,Semi-Automatic,13628,2,5,14427
BMW,3 Series,2013,1.4,Electric,Semi-Automatic,75066,4,5,9898
Kia,Rio,2006,3.6,Petrol,Automatic,15862,2,4,10682
Volkswagen,Tiguan,2018,2.1,Electric,Automatic,182259,3,2,11454
BMW,X5,2011,3.3,Electric,Semi-Automatic,207905,4,5,8541
Chevrolet,Impala,2001,3.7,Hybrid,Semi-Automatic,68961,3,3,7720
Kia,Rio,2010,4.8,Electric,Manual,56608,4,3,12767
Audi,A4,2013,2.5,Petrol,Semi-Automatic,39545,4,4,9709
Audi,Q5,2006,4.6,Petrol,Automatic,82956,2,4,10340
Chevrolet,Impala,2011,4.4,Diesel,Semi-Automatic,253910,4,5,6721
BMW,5 Series,2010,3.8,Electric,Semi-Automatic,17692,2,3,12546
Mercedes,E-Class,2018,4.3,Hybrid,Automatic,238692,4,5,11526
Ford,Fiesta,2011,4.6,Petrol,Automatic,8080,4,1,13338
Hyundai,Elantra,2000,2.4,Diesel,Semi-Automatic,274394,5,2,2000
Hyundai,Sonata,2022,4.8,Petrol,Automatic,14112,2,5,16717
Audi,Q5,2007,1.5,Hybrid,Automatic,47271,5,5,9254
Audi,A4,2000,3.1,Diesel,Semi-Automatic,241257,4,1,2374
BMW,3 Series,2002,3.4,Electric,Automatic,186232,4,3,7875
Hyundai,Sonata,2011,2.7,Petrol,Semi-Automatic,261861,2,5,4862
Ford,Fiesta,2014,4.5,Electric,Automatic,291598,4,4,10468
Chevrolet,Equinox,2013,2.9,Hybrid,Automatic,226998,2,1,8860
Ford,Explorer,2007,2.8,Petrol,Manual,22602,2,4,8547
BMW,5 Series,2014,2.4,Hybrid,Manual,35891,4,2,10982
Toyota,Corolla,2004,4.5,Diesel,Manual,231341,2,2,5173
BMW,3 Series,2015,2.8,Hybrid,Semi-Automatic,36440,5,3,11671
Volkswagen,Tiguan,2018,4.8,Diesel,Manual,284370,3,5,8612
Audi,A3,2006,3.4,Electric,Semi-Automatic,193208,2,5,7435
Toyota,RAV4,2018,3.2,Electric,Manual,180401,2,5,11091
Hyundai,Elantra,2021,4.9,Diesel,Manual,139330,4,4,12513
Honda,Civic,2007,4,Hybrid,Automatic,46601,3,5,11767
Audi,Q5,2012,3.5,Hybrid,Manual,73754,3,4,10724
Hyundai,Elantra,2002,1.2,Electric,Manual,85497,3,3,6190
Hyundai,Tucson,2006,5,Hybrid,Manual,290710,4,1,6085
Mercedes,GLA,2004,2.2,Diesel,Semi-Automatic,19490,3,3,7110
Hyundai,Sonata,2018,3,Diesel,Automatic,107860,4,4,11842
Audi,A3,2015,3.9,Diesel,Automatic,69218,3,2,12615
Kia,Rio,2013,2.2,Diesel,Manual,248556,2,4,5228
Toyota,Camry,2002,3,Hybrid,Automatic,188512,3,2,6429
Volkswagen,Tiguan,2014,1.3,Diesel,Semi-Automatic,102033,5,5,7559
Mercedes,GLA,2009,3.6,Electric,Semi-Automatic,276591,3,5,6868
Mercedes,GLA,2016,4.7,Diesel,Automatic,220208,2,3,10695
Kia,Sportage,2000,3.1,Hybrid,Semi-Automatic,221132,2,3,3777
Honda,Accord,2009,5,Electric,Semi-Automatic,251402,4,1,8771
Ford,Focus,2018,1.6,Hybrid,Manual,288854,3,1,6322
Volkswagen,Passat,2011,4.6,Diesel,Manual,82736,5,5,10345
Ford,Focus,2022,1.9,Diesel,Semi-Automatic,124484,3,1,10110
Volkswagen,Tiguan,2023,1.7,Hybrid,Semi-Automatic,285183,4,3,7996
Toyota,RAV4,2012,4.7,Hybrid,Automatic,237823,4,5,10143
Volkswagen,Golf,2011,4.5,Diesel,Manual,241336,5,4,7073
Toyota,RAV4,2008,2.8,Diesel,Manual,233893,2,5,4622
Toyota,Camry,2006,1.9,Diesel,Automatic,102104,3,2,7257
Mercedes,E-Class,2008,2.7,Electric,Automatic,75955,3,1,11180
Mercedes,GLA,2001,1.2,Diesel,Semi-Automatic,92504,3,1,3749
Audi,A4,2017,4.8,Petrol,Manual,36286,4,4,13274
Volkswagen,Golf,2011,2.5,Electric,Automatic,94439,2,3,11511
Ford,Focus,2009,2.5,Electric,Semi-Automatic,175762,4,4,7784
Chevrolet,Malibu,2013,2.8,Electric,Manual,6338,5,2,12673
Kia,Sportage,2009,3.5,Petrol,Automatic,167596,2,3,8448
Volkswagen,Passat,2014,1.2,Hybrid,Automatic,238967,4,3,7220
Toyota,Camry,2005,3.5,Electric,Semi-Automatic,252280,5,1,6054
Honda,CR-V,2004,1,Diesel,Manual,11202,3,3,6075
Ford,Fiesta,2022,4,Diesel,Manual,13780,2,1,14424
Mercedes,GLA,2006,2.9,Diesel,Automatic,90075,4,4,8498
Toyota,Corolla,2011,3.6,Petrol,Automatic,174720,4,5,9005
Chevrolet,Equinox,2017,1.7,Hybrid,Semi-Automatic,73747,5,2,10425
BMW,5 Series,2018,4.7,Petrol,Manual,256062,3,4,9078
Chevrolet,Malibu,2009,4.1,Petrol,Semi-Automatic,88293,5,2,9134
Audi,Q5,2023,2.8,Diesel,Automatic,236824,3,5,10563
Honda,Accord,2004,3.8,Diesel,Semi-Automatic,191338,3,1,5273
Toyota,Camry,2023,4.6,Hybrid,Semi-Automatic,69109,3,5,15217
Ford,Focus,2019,1.1,Petrol,Semi-Automatic,255997,4,1,5780
Ford,Focus,2007,1.6,Diesel,Semi-Automatic,66019,4,4,6479
Audi,A4,2006,4.7,Electric,Automatic,246680,2,1,9166
Hyundai,Elantra,2017,3.1,Petrol,Semi-Automatic,169100,5,4,8918
Toyota,RAV4,2013,2,Diesel,Manual,272929,5,4,4541
Volkswagen,Tiguan,2021,2.3,Petrol,Manual,248305,3,5,7733
Mercedes,GLA,2002,3.5,Hybrid,Semi-Automatic,254225,3,4,4115
Chevrolet,Impala,2022,1.4,Electric,Automatic,47019,3,5,14659
Kia,Sportage,2020,3.4,Diesel,Semi-Automatic,83390,4,2,11832
Toyota,Camry,2011,1.7,Electric,Automatic,77835,5,4,11043
Chevrolet,Malibu,2009,3.5,Hybrid,Automatic,82111,3,1,11157
Chevrolet,Equinox,2022,3.6,Hybrid,Semi-Automatic,217850,2,5,10943
Honda,Civic,2014,2,Diesel,Manual,118113,3,3,7937
Mercedes,GLA,2018,4.4,Hybrid,Manual,9421,5,2,14711
BMW,3 Series,2009,2.5,Diesel,Manual,51310,3,2,8273
Toyota,RAV4,2000,1.4,Diesel,Semi-Automatic,192625,3,5,2000
Kia,Optima,2018,2,Diesel,Manual,55996,4,5,10380
Volkswagen,Golf,2000,4.9,Diesel,Manual,45648,5,4,8087
Chevrolet,Malibu,2023,4.4,Diesel,Manual,192605,5,2,11547
Audi,Q5,2016,2,Petrol,Automatic,220765,4,1,7984
Honda,CR-V,2002,3.7,Hybrid,Manual,145636,4,2,6487
Mercedes,C-Class,2008,2.7,Diesel,Automatic,126886,4,3,8162
BMW,5 Series,2000,4.5,Petrol,Semi-Automatic,64082,2,3,7318
BMW,3 Series,2004,4.3,Hybrid,Semi-Automatic,127011,2,1,8059
Honda,Civic,2011,2.7,Petrol,Semi-Automatic,298055,3,3,4138
Mercedes,C-Class,2015,1.6,Petrol,Semi-Automatic,245031,4,1,5299
Toyota,RAV4,2004,4.1,Diesel,Manual,137027,2,5,6659
Ford,Explorer,2007,1.1,Electric,Manual,108253,5,3,7134
Mercedes,GLA,2018,4.3,Petrol,Manual,35492,2,2,13090
Chevrolet,Equinox,2011,3.2,Diesel,Semi-Automatic,26067,3,2,10078
Audi,A3,2008,4.5,Diesel,Manual,252980,2,5,5940
Kia,Optima,2011,2.2,Hybrid,Automatic,54394,3,2,11012
Toyota,Camry,2007,4.3,Petrol,Automatic,131175,2,5,9376
BMW,X5,2014,1.9,Electric,Manual,38682,3,1,11426
Ford,Explorer,2023,1.8,Electric,Manual,65646,4,5,13487
Ford,Explorer,2013,2.2,Diesel,Semi-Automatic,84522,4,1,8509
Honda,CR-V,2002,2.6,Electric,Manual,226495,4,1,4770
BMW,X5,2000,3.4,Petrol,Automatic,56709,4,4,7865
Toyota,RAV4,2000,3.1,Petrol,Semi-Automatic,274306,2,1,2000
Kia,Rio,2021,2,Hybrid,Semi-Automatic,52286,4,2,12354
Volkswagen,Tiguan,2014,4,Petrol,Semi-Automatic,75337,4,1,10793
Volkswagen,Tiguan,2007,2.7,Diesel,Automatic,229899,5,1,5802
Hyundai,Elantra,2009,4.8,Petrol,Manual,176131,2,2,8077
Audi,A4,2002,1.5,Hybrid,Manual,203668,3,4,3126
Volkswagen,Golf,2013,3.7,Diesel,Semi-Automatic,247190,3,1,6756
Hyundai,Elantra,2009,3.2,Electric,Semi-Automatic,208683,5,4,7826
Ford,Fiesta,2010,2.9,Diesel,Automatic,31151,5,3,10876
Toyota,Corolla,2017,2.1,Petrol,Manual,168083,4,5,7938
BMW,3 Series,2017,4.6,Hybrid,Manual,184711,2,1,11105
Audi,A4,2002,2.1,Hybrid,Automatic,299461,2,5,3310
Honda,CR-V,2001,2.4,Petrol,Manual,257319,3,1,2000
Hyundai,Sonata,2004,2.4,Petrol,Manual,157530,5,2,4549
Ford,Fiesta,2010,4.4,Diesel,Manual,173156,3,5,8036
Kia,Rio,2013,4.4,Electric,Automatic,190339,5,2,12093
Audi,Q5,2013,3.3,Electric,Semi-Automatic,52837,2,3,12243
Audi,A4,2021,3.5,Electric,Semi-Automatic,107283,3,1,13754
Hyundai,Tucson,2018,2.5,Diesel,Manual,241825,4,4,7163
Volkswagen,Passat,2010,2.3,Electric,Semi-Automatic,260528,3,5,6189
Hyundai,Elantra,2009,1.3,Hybrid,Automatic,133051,5,3,7938
Chevrolet,Impala,2018,4.5,Hybrid,Manual,290473,2,2,9190
Chevrolet,Equinox,2023,1.7,Diesel,Semi-Automatic,161643,4,1,9467
Chevrolet,Malibu,2022,4.4,Diesel,Semi-Automatic,90319,4,5,13293
Hyundai,Sonata,2008,3.1,Electric,Semi-Automatic,232100,2,2,6958
Honda,Civic,2014,2.1,Petrol,Semi-Automatic,285867,4,2,4682
Audi,A3,2012,3,Hybrid,Manual,149799,3,4,8704
Ford,Explorer,2010,3.8,Petrol,Automatic,29701,2,4,11805
Honda,Civic,2016,4.4,Electric,Automatic,31046,4,3,16179
Chevrolet,Equinox,2015,2.1,Electric,Semi-Automatic,132749,3,2,10045
Hyundai,Tucson,2010,3,Diesel,Automatic,118944,3,1,9221
Mercedes,E-Class,2021,1.7,Petrol,Semi-Automatic,3110,4,5,12037
Audi,A3,2011,2.8,Hybrid,Manual,39276,3,2,10414
Audi,A3,2010,4.9,Diesel,Semi-Automatic,243840,5,2,7123
BMW,X5,2015,3.7,Electric,Automatic,119160,4,3,13416
Ford,Fiesta,2014,4.8,Electric,Manual,180179,4,3,11496
Hyundai,Tucson,2002,1.3,Petrol,Automatic,185646,5,2,3787
Honda,Civic,2007,1.2,Diesel,Manual,296829,5,5,2000
Ford,Explorer,2021,2.7,Electric,Semi-Automatic,11278,2,4,14874
Hyundai,Elantra,2016,1.5,Hybrid,Semi-Automatic,164349,4,1,8113
Chevrolet,Impala,2010,4.3,Diesel,Semi-Automatic,205963,4,4,7280
Volkswagen,Tiguan,2013,1.2,Electric,Manual,55288,4,5,10094
Kia,Optima,2014,1.3,Hybrid,Manual,96285,4,4,8674
Hyundai,Elantra,2003,2.8,Petrol,Manual,68097,4,5,6438
Ford,Fiesta,2007,2.7,Electric,Manual,148284,5,4,7934
Mercedes,GLA,2019,3.7,Hybrid,Automatic,18073,4,5,15638
Chevrolet,Equinox,2022,1.2,Diesel,Manual,16944,4,5,11561
Hyundai,Tucson,2009,2.4,Diesel,Semi-Automatic,133857,4,2,6522
Ford,Fiesta,2000,2.5,Diesel,Automatic,209459,3,5,3910
Mercedes,E-Class,2011,4.6,Petrol,Manual,143907,2,2,9121
Audi,A3,2015,4.5,Petrol,Semi-Automatic,78334,2,5,11533
Volkswagen,Passat,2001,3.3,Electric,Manual,17416,2,3,9351
Kia,Sportage,2008,1.2,Diesel,Automatic,198144,5,5,5237
Mercedes,C-Class,2021,4.5,Petrol,Semi-Automatic,145598,2,4,11988
Ford,Fiesta,2023,1.3,Diesel,Semi-Automatic,281549,5,3,6669
Honda,CR-V,2011,4.5,Diesel,Semi-Automatic,52119,3,5,10857
Mercedes,E-Class,2004,3,Petrol,Manual,124637,3,3,5807
Toyota,RAV4,2005,4.2,Electric,Semi-Automatic,122621,3,4,9347
Volkswagen,Passat,2008,4.7,Diesel,Manual,147462,3,1,8250
Chevrolet,Malibu,2011,4.6,Diesel,Automatic,128078,4,2,10938
Volkswagen,Tiguan,2021,2,Hybrid,Automatic,234068,4,5,10218
Kia,Rio,2013,4.1,Hybrid,Semi-Automatic,255638,2,3,7987
Ford,Explorer,2016,1.5,Electric,Semi-Automatic,108905,3,3,10221
Ford,Explorer,2012,4.7,Hybrid,Automatic,243207,2,3,10035
Hyundai,Tucson,2016,3.1,Hybrid,Automatic,298162,2,3,8536
Toyota,Corolla,2019,4.4,Hybrid,Automatic,185937,3,4,12981
Ford,Explorer,2009,1.9,Hybrid,Semi-Automatic,98000,4,1,7740
Toyota,Corolla,2000,1.7,Electric,Automatic,129804,2,4,6703
Honda,Accord,2011,2.1,Electric,Semi-Automatic,170168,3,3,8096
Audi,Q5,2010,3.8,Electric,Manual,46745,2,2,11965
Chevrolet,Impala,2019,4.3,Diesel,Semi-Automatic,234580,2,3,9408
Mercedes,E-Class,2008,4.9,Diesel,Manual,254292,3,1,6314
Volkswagen,Passat,2019,1,Electric,Manual,46740,2,1,11865
BMW,X5,2005,2.8,Electric,Manual,71126,3,3,8977
Mercedes,C-Class,2007,4.7,Electric,Semi-Automatic,123828,3,2,10423
Volkswagen,Golf,2008,4.2,Diesel,Automatic,184721,3,3,8505
Kia,Optima,2016,1,Hybrid,Semi-Automatic,71812,5,4,9463
Audi,A4,2013,2.9,Electric,Automatic,188014,5,1,10639
Volkswagen,Tiguan,2017,2,Petrol,Semi-Automatic,209159,4,4,7016
Kia,Sportage,2006,3.2,Electric,Semi-Automatic,33858,3,2,10422
Toyota,RAV4,2012,2.1,Diesel,Semi-Automatic,112487,3,5,7550
Audi,A3,2001,4.4,Hybrid,Automatic,241106,3,5,6477
BMW,3 Series,2004,1.6,Electric,Semi-Automatic,100428,4,2,6891
Volkswagen,Golf,2003,3,Diesel,Semi-Automatic,162482,4,5,4750
Honda,CR-V,2001,4,Hybrid,Automatic,183201,5,5,7235
Chevrolet,Malibu,2019,2,Electric,Semi-Automatic,167665,4,1,10446
Chevrolet,Malibu,2013,3,Electric,Semi-Automatic,268913,2,3,7621
Chevrolet,Malibu,2003,4.8,Hybrid,Automatic,299039,4,3,6319
Kia,Rio,2004,2.2,Electric,Automatic,291942,4,4,5161
BMW,5 Series,2011,3.9,Diesel,Semi-Automatic,110444,3,5,9091
Honda,CR-V,2004,1.6,Petrol,Manual,275129,5,1,2000
BMW,5 Series,2013,2.8,Petrol,Automatic,96744,4,2,10365
Hyundai,Elantra,2011,5,Diesel,Semi-Automatic,296078,5,3,6478
Audi,A3,2002,4.1,Petrol,Automatic,14469,5,5,10010
Kia,Sportage,2013,2.4,Hybrid,Manual,181915,3,2,7761
Mercedes,C-Class,2003,2.4,Electric,Automatic,160999,2,5,7680
Hyundai,Tucson,2018,1.8,Hybrid,Manual,255887,4,4,7182
BMW,3 Series,2004,2.3,Petrol,Manual,25578,5,5,7088
Kia,Sportage,2010,4.8,Electric,Semi-Automatic,283821,3,5,8223
Hyundai,Elantra,2023,2.1,Petrol,Semi-Automatic,18796,2,4,12724
Mercedes,E-Class,2021,2.9,Diesel,Semi-Automatic,88477,5,5,11530
BMW,3 Series,2011,2,Electric,Semi-Automatic,139588,3,3,8608
Kia,Sportage,2014,1.8,Petrol,Automatic,278674,4,3,6026
Ford,Fiesta,2018,1.6,Hybrid,Manual,293150,5,1,6237
Chevrolet,Impala,2019,2.9,Hybrid,Manual,63419,3,5,12431
Volkswagen,Golf,2003,1.1,Petrol,Automatic,61872,3,2,6362
BMW,X5,2022,1.1,Electric,Automatic,81742,5,5,13665
Mercedes,E-Class,2002,1.4,Petrol,Automatic,258150,3,2,2437
Audi,A4,2023,1.2,Electric,Semi-Automatic,220679,4,2,9786
Hyundai,Elantra,2013,3,Petrol,Automatic,55558,4,1,11388
Audi,A4,2021,1.8,Hybrid,Semi-Automatic,174256,5,5,9714
Honda,CR-V,2014,4,Electric,Automatic,175993,2,4,12280
Hyundai,Tucson,2003,3.9,Electric,Automatic,139022,5,5,9619
Chevrolet,Equinox,2008,4.7,Petrol,Manual,243934,4,2,6321
Volkswagen,Passat,2022,1.5,Hybrid,Manual,278120,3,4,7637
Hyundai,Sonata,2012,2.1,Petrol,Automatic,107128,4,1,9157
BMW,3 Series,2004,4.9,Electric,Automatic,26550,3,2,13169
Ford,Fiesta,2023,3.2,Petrol,Manual,209452,4,5,10010
Kia,Rio,2013,2.1,Hybrid,Semi-Automatic,188937,5,3,7321
Volkswagen,Golf,2009,3.4,Hybrid,Automatic,261403,4,1,7471
Mercedes,E-Class,2010,2.4,Diesel,Automatic,174219,5,5,7515
Chevrolet,Impala,2012,2.3,Petrol,Manual,1228,3,4,9975
Volkswagen,Passat,2014,1.8,Petrol,Automatic,220551,3,4,7188
BMW,5 Series,2019,3.9,Electric,Automatic,103855,2,3,15122
